Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	Total Deaths	Total Missing	Total Injuries	Total Houses Destroyed	Total Houses Damaged
1959	PERU	-4	-81.5	19	7.4	0	0	0	0	0
1959	CHINA	38.75	75.317	0	6.4	0	0	0	0	0
1960	CONGO	-3.6	29	28	6.6	24	0	0	0	0
1960	ALGERIA	36	4.1	33	5.6	47	0	88	0	0
1960	PERU	-15.75	-72.75	160	7.8	63	0	200	0	0
1960	PERU	-6.8	-80.7	93	6.7	66	0	2	0	0
1960	CHILE	-38.143	-73.407	33	9.5	2226	0	3000	58622	0
1960	MOROCCO	30.45	-9.62	33	5.9	13100	0	25000	0	0
1960	CHINA	33.8	104.5	0	5.3	0	0	0	0	0
1960	PAPUA NEW GUINEA	-9.4	152.3	33	6.6	0	0	0	0	0
1960	JAPAN	39.4	143.7	20	6.7	0	0	0	0	0
1960	IRAN	28	54.5	0	6	0	0	0	0	0
1960	CHINA	44.7	127	0	5.8	0	0	0	29	0
1960	JAPAN	39.8	143.4	20	7.5	0	0	0	0	0
1960	GREECE	40	20	0	6.5	0	0	0	0	0
1960	PERU	-15	-75	150	7	0	0	0	0	0
1960	CHINA	32.7	103.7	0	6.8	0	0	0	0	0
1960	CHILE	-37.872	-73.243	35	8.2	0	0	0	0	0
1960	CHILE	-38.5	-75.1	55	7.4	0	0	0	0	0
1960	JAPAN	40.3	142.5	50	6.7	0	0	0	0	0
1961	JAPAN	31.6	131.8	74	7.3	2	0	7	170	0
1961	INDONESIA	-8.2	122	74	6.5	2	0	6	0	0
1961	ETHIOPIA	10.4	39.9	33	6.5	30	0	0	0	0
1961	VANUATU	-18.421	168.411	35	7.3	0	0	0	0	0
1961	RUSSIA	46.338	149.548	154	6.7	0	0	0	0	0
1961	CHINA	39.8	77.7	0	6.8	0	0	0	53	0
1961	PERU	-10.5	-70.7	629	7.5	0	0	0	0	0
1961	SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS	-59.5	-27.3	131	7.5	0	0	0	0	0
1961	SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS	-58	-27	0	7.7	0	0	0	0	0
1961	RUSSIA	50.016	156.099	59	6.6	0	0	0	0	0
1961	IRAN	27.9	54.6	37	6.6	0	0	0	0	0
1961	KERMADEC ISLANDS (NEW ZEALAND)	-28.3	-175.7	40	7.5	0	0	0	0	0
1961	SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS	-56.26	-27.283	105	7.7	0	0	0	0	0
1961	CHINA	24.97	98.63	33	5.8	0	0	0	5740	0
1961	JAPAN	36	136.7	0	7.3	0	0	0	0	0
1961	COLOMBIA	4.6	-75.6	176	6.9	0	0	0	0	0
1961	CHINA	27.73	99.75	25	6	0	0	0	11400	0
1961	CHINA	34.33	104.78	0	5.7	0	0	0	10	0
1961	CHILE	-36.7	-73	15	6.5	0	0	0	0	0
1961	TURKEY	36.7	28.5	0	6.5	0	0	0	0	0
1961	SOLOMON ISLANDS	-9.849	160.614	25	6.4	0	0	0	0	0
1961	INDIA	24.9	93.34	141	7.6	0	0	0	0	0
1961	COLOMBIA	8.9	-73.4	120	6.5	0	0	0	0	0
1962	CROATIA	43.3	17.1	33	6.1	1	0	0	2290	0
1962	CHINA	23.72	114.67	25	6.1	1	0	2	1200	0
1962	JAPAN	38.8	140.9	104	6.8	1	0	0	0	0
1962	MEXICO	17.2	-99.5	33	7.2	3	0	16	0	0
1962	CROATIA	43.3	17.1	33	5.9	4	0	0	0	0
1962	MEXICO	17.2	-99.6	40	7	4	0	0	0	0
1962	COLOMBIA	5.2	-76.4	69	6.8	47	0	300	0	0
1962	IRAN	35.63	49.87	27	7.2	12225	0	2776	21310	0
1962	CHILE	-37.8	-72.5	45	7.3	0	0	0	0	0
1962	GREECE	39.6	23.3	0	5.5	0	0	0	0	0
1962	PERU	-10	-79	39	6.3	0	0	0	0	0
1962	CHINA	38.12	106.27	0	5.5	0	0	0	0	0
1962	PANAMA	8.008	-82.757	35	6.8	0	0	0	0	0
1962	USA	52.47	-168.54	33	6.5	0	0	0	0	0
1962	IRAN	35.1	58.7	8	5	0	0	0	0	0
1962	CHINA	44.68	81.58	0	6.4	0	0	0	0	0
1962	CHINA	37.1	96	0	6.8	0	0	0	0	0
1962	JAPAN	41.8	142.4	60	5.7	0	0	0	0	0
1962	FRANCE	45	5.6	0	5.3	0	0	0	0	0
1962	CHINA	25.2	101.2	18	6.2	0	0	0	2550	0
1962	GREECE	37.8	22.9	100	6.8	0	0	0	0	0
1962	USA	41.8	-111.8	37	5.8	0	0	0	0	0
1962	ITALY	41.4	15.5	34	6.1	0	0	0	0	0
1962	TURKEY	39.9	43.9	0	5.5	0	0	0	0	0
1962	IRAN	28.1	55.6	40	5.5	0	0	0	0	0
1962	TUNISIA	36	9	0	5.3	0	0	0	0	0
1962	ALBANIA	40.9	19.5	33	6	0	0	0	0	0
1962	BOSNIA-HERZEGOVINA	43.6	18.3	0	6.3	0	0	0	0	0
1962	PANAMA	7.5	-82	21	7.4	0	0	0	0	0
1962	JAPAN	38.073	142.741	25	7.2	0	0	0	0	0
1962	CHINA	23.6	106.1	0	5.5	0	0	0	0	0
1963	PERU	-10.385	-78.022	75	7	1	0	0	0	0
1963	TURKEY	40.75	29	19	6.1	1	0	0	7	163
1963	CHINA	39.8	74.2	0	6.5	1	0	0	40	0
1963	IRAN	37	57.9	33	7	4	0	0	100	0
1963	TAIWAN	24.5	122.1	47	7.3	15	0	18	0	0
1963	LIBYA	32.6	21	5	5.4	300	0	375	0	0
1963	MACEDONIA	42.1	21.3	5	6	1070	0	3300	0	0
1963	PERU	-13.8	-69.3	543	7.7	0	0	0	0	0
1963	INDONESIA	-6.86	129.58	100	8.3	0	0	0	0	0
1963	INDIA	33.9	74.8	25	5.3	0	0	0	0	0
1963	CHINA	25.8	99.5	0	6	0	0	0	0	0
1963	RUSSIA	44.426	149.272	48	7.1	0	0	0	0	0
1963	TONGA	-24.8	-176.6	45	7.5	0	0	0	0	0
1963	INDONESIA	-6.4	105.4	64	6.6	0	0	0	0	0
1963	CHINA	47.9	130.6	0	5.8	0	0	0	0	0
1963	IRAN	28.2	55.7	46	5.2	0	0	0	0	0
1963	CHINA	35.7	97	0	7	0	0	0	0	0
1963	NICARAGUA	12.2	-86.9	50	5.5	0	0	0	0	0
1963	INDONESIA	-8.2	115.6	65	6	0	0	0	0	0
1963	RUSSIA	44.772	150.563	28	7.9	0	0	0	0	0
1963	SOLOMON ISLANDS	-10.286	165.413	28	7.5	0	0	0	0	0
1963	IRAN	33.2	49.2	38	5.1	0	0	0	0	0
1963	IRAN	34.4	47.9	40	7.2	0	0	0	0	0
1963	SOLOMON ISLANDS	-10.472	165.77	35	7.5	0	0	0	0	0
1963	RUSSIA	44.77	149.798	13	8.5	0	0	0	0	0
1964	TANZANIA	-4	34.9	33	6	1	0	19	0	0
1964	INDONESIA	-3.7	119.4	90	5.2	8	0	27	0	0
1964	JAPAN	38.65	139.2	40	7.5	26	0	450	2250	0
1964	TAIWAN	23.2	120.6	33	7	107	0	479	3000	0
1964	USA	61.017	-147.648	33	9.2	139	0	0	0	0
1964	TURKEY	40.3	28.2	15	7	0	0	0	0	0
1964	VANUATU	-15.5	166.5	0	7.5	0	0	0	0	0
1964	JAPAN	40.3	139	30	6.9	0	0	0	2	0
1964	CHINA	26.1	101	15	5.4	0	0	0	0	0
1964	CROATIA	45.3	18.1	32	6	0	0	0	0	0
1964	MEXICO	18.3	-100.4	100	7.4	0	0	0	0	0
1964	INDONESIA	5.9	95.7	130	7	0	0	0	0	0
1964	TURKEY	38.1	38.3	0	6.1	0	0	0	0	0
1964	RUSSIA	47.159	153.876	15	6.8	0	0	0	0	0
1964	JAPAN	40.4	139	0	6.6	0	0	0	0	0
1964	PAPUA NEW GUINEA	-5.7	150.7	45	7.6	0	0	0	0	0
1965	JAPAN	34.9	138	36	6	1	0	4	0	0
1965	GREECE	38.267	22.3	18	6.3	2	0	6	0	0
1965	ALGERIA	35.7	4.4	10	5.5	4	0	350	2500	0
1965	MEXICO	16.3	-95.8	28	7.8	6	0	0	0	0
1965	USA	47.4	-122.3	59	6.6	7	0	0	0	0
1965	GREECE	37.7	21.8	34	6.2	32	0	200	0	0
1965	GREECE	39.4	24	18	6.3	38	0	253	0	0
1965	INDONESIA	-2.4	126.1	6	7.6	71	0	0	3000	0
1965	EL SALVADOR	13.5	-89.3	23	6	125	0	1138	0	0
1965	AFGHANISTAN	36.3	70.7	219	7.3	0	0	0	0	0
1965	VANUATU	-15.8	167.2	13	7.6	0	0	0	0	0
1965	CHILE	-31.81	-71.26	58	6	0	0	0	0	0
1965	USA	53.03	-167.55	40	6.5	0	0	0	0	0
1965	VANUATU	-15.9	166.8	33	7.3	0	0	0	0	0
1965	CHINA	22.4	101.6	15	6.1	0	0	0	0	0
1965	GREECE	38.6	22.4	78	7.1	0	0	0	0	0
1965	USA	51.29	178.55	36	8.7	0	0	0	0	0
1965	CHILE	-25.67	-70.63	36	7	0	0	0	0	0
1965	RUSSIA	44.7	148.7	0	7.2	0	0	0	0	0
1965	IRAN	28.1	55.9	40	6	0	0	0	0	0
1965	USA	50.32	177.93	20	7.6	0	0	0	0	0
1965	CHILE	-42.9	-75.13	28	6.5	0	0	0	0	0
1965	CHINA	43.9	87.8	0	6.6	0	0	0	0	0
1965	CHILE	-32.4	-71.2	61	7.3	0	0	0	0	0
1965	IRAN	37.6	47.1	52	5.1	0	0	0	0	0
1965	CHINA	35	111.63	10	5.5	0	0	0	0	0
1966	GREECE	39.2	21.2	20	5.7	1	0	23	0	0
1966	CHILE	-25.5	-70.7	47	7.8	3	0	6	0	0
1966	TAIWAN	24.1	122.6	48	8	7	0	10	0	0
1966	NEPAL	29.554	80.854	23	6.3	80	0	100	5200	0
1966	PERU	-10.748	-78.638	38	8.1	110	0	3000	0	0
1966	UGANDA	0.6	30.2	36	7	140	0	0	0	0
1966	GREECE	37.5	22.1	17	5.9	0	0	25	180	0
1966	SOLOMON ISLANDS	-11.893	166.445	83	7.8	0	0	0	0	0
1966	CHINA	37.35	114.92	8	7.4	0	0	0	0	0
1966	CHINA	26.1	103.1	0	6.2	0	0	0	0	0
1966	RUSSIA	44.75	37	33	5.5	0	0	0	0	0
1966	COLOMBIA	4.6	-73.9	8	5.2	0	0	0	0	0
1966	GREECE	39.2	22	38	6.3	0	0	60	450	0
1966	CHINA	37.25	114.78	0	5.3	0	0	0	22	0
1966	CHINA	27.5	100.1	0	6.4	0	0	0	0	0
1966	TURKEY	39.1	41.6	38	6	0	0	0	0	0
1966	SOLOMON ISLANDS	-12.334	166.684	23	7.2	0	0	0	0	0
1966	CHINA	27.9	99.7	0	5.1	0	0	0	0	0
1966	CHINA	26.1	103.1	0	6.5	0	0	0	0	0
1966	SOLOMON ISLANDS	-10.343	160.883	31	7.1	0	0	0	0	0
1966	CHINA	37.27	114.97	0	5.6	0	0	0	0	0
1966	CHINA	37.68	115.27	0	6.2	0	0	0	0	0
1966	CHINA	43.83	125.12	0	5.2	0	0	0	0	0
1966	INDIA	28.7	78.9	53	5.6	0	0	0	0	0
1966	VENEZUELA	10.8	-69.5	12	5	0	0	0	0	0
1966	CHINA	37.47	115.03	0	5.2	0	0	0	11	0
1966	CHINA	24	97.7	0	5.4	0	0	0	0	0
1966	CHINA	37.5	115.1	15	7.6	0	0	0	0	0
1966	TURKEY	39.2	41.6	24	6.8	0	0	0	0	0
1967	CHILE	-21.7	-69.5	33	7.5	1	0	0	0	0
1967	TAIWAN	24.5	122.2	65	7	2	0	0	23	0
1967	ALGERIA	35.5	-0.1	13	5	10	0	15	40	0
1967	INDONESIA	5.5	97.3	100	6.1	14	0	0	2000	0
1967	INDONESIA	-9.2	113.1	80	6.8	54	0	300	2000	5000
1967	INDONESIA	-3.7	119.3	33	5.5	71	0	100	0	0
1967	INDIA	17.412	73.885	15	6.6	180	0	0	0	0
1967	VENEZUELA	10.559	-67.33	25	6.6	300	0	1536	0	0
1967	TURKEY	39.5	40.4	8	6.2	0	0	0	0	0
1967	GREECE	39.5	21.2	55	5.9	0	0	0	0	0
1967	CHINA	36.467	111.217	30	5.4	0	0	0	0	0
1967	MONGOLIA	48.1	102.8	35	7.5	0	0	0	0	0
1967	CHINA	37.717	115.217	25	5.7	0	0	0	0	0
1967	GREECE	38.4	22	10	6	0	0	0	0	0
1967	PAPUA NEW GUINEA	-4.4	152.5	30	6.4	0	0	0	0	0
1967	CHINA	31.6	100.3	10	6.8	0	0	0	0	0
1967	RUSSIA	45.53	151.11	38	7	0	0	0	0	0
1967	ALBANIA	41.5	20.5	29	6.5	0	0	0	0	0
1967	CHINA	30.2	104.1	0	5.5	0	0	0	417	0
1967	ALBANIA	40	20.2	33	5.6	0	0	0	77	0
1967	COLOMBIA	2.9	-74.9	60	6.8	0	0	0	0	0
1967	PERU	-10.6	-79.8	40	7	0	0	0	0	0
1967	CHILE	-28.78	-71.19	35	5.9	0	0	0	0	0
1967	TURKEY	40.7	30.8	4	7.3	0	0	0	0	0
1967	COLOMBIA	6.8	-73	161	6.8	0	0	0	0	0
1967	FRANCE	43.2	-0.5	15	5.3	0	0	80	0	0
1967	CHINA	38.5	116.5	30	6.3	0	0	0	53886	0
1968	JAPAN	32.3	132.5	30	7.5	1	0	22	0	0
1968	VENEZUELA	10.697	-62.748	103	6.5	3	0	0	0	0
1968	JAPAN	32	130.6	3	6.3	3	0	0	0	0
1968	ITALY	37.8	13.2	33	5.1	8	0	55	0	0
1968	GREECE	39.368	24.957	15	7.2	20	0	18	500	1951
1968	TURKEY	41.8	32.3	38	6.6	24	0	200	2000	0
1968	IRAN	39.2	44.3	34	5.3	38	0	100	1000	0
1968	JAPAN	40.8	143.2	7	8.2	52	0	330	1218	0
1968	INDONESIA	0.2	119.8	23	7.4	200	0	58	800	0
1968	ITALY	37.9	13.1	33	6	216	0	563	0	0
1968	PHILIPPINES	16.5	122.2	36	7.3	270	0	261	0	0
1968	IRAN	34	58.2	15	6.5	700	0	0	1500	0
1968	IRAN	34	59	13	7.3	10488	0	17000	12000	0
1968	MEXICO	15.5	-92.7	114	5.7	0	0	0	0	0
1968	NEW ZEALAND	-41.7	172	21	7.1	0	0	0	0	0
1968	JAPAN	39.4	143.1	44	7.2	0	0	0	0	0
1968	ARMENIA	39.1	46.2	24	5	0	0	0	0	0
1968	PAPUA NEW GUINEA	-3.4	143.3	21	7.5	0	0	0	0	0
1968	PERU	-5.6	-77.2	33	7	0	0	0	0	0
1968	AZORES (PORTUGAL)	37.7	-29.4	0	7.6	0	0	0	0	0
1968	KERMADEC ISLANDS (NEW ZEALAND)	-30.8	-178.4	60	7.3	0	0	0	0	0
1968	INDONESIA	1.4	126.2	25	7.6	0	0	0	0	0
1968	PAPUA NEW GUINEA	-5.5	153.2	74	7.8	0	0	0	0	0
1968	ARMENIA	39.1	46.1	0	5	0	0	0	0	0
1968	MEXICO	16.5	-97.8	36	7.5	0	0	0	0	0
1968	MONTENEGRO	42.1	19.3	17	5.3	0	0	0	0	0
1968	JAPAN	41.5	142.7	33	7.5	0	0	0	0	0
1968	IRAN	33.9	58.2	15	5.4	0	0	0	0	0
1968	AUSTRALIA	-31.6	117	5	6.9	0	0	0	0	0
1968	RUSSIA	43.586	146.701	40	7.3	0	0	0	0	0
1968	JAPAN	26.3	140.6	516	7.5	0	0	0	0	0
1968	INDONESIA	-2.9	139.3	65	7.7	0	0	0	0	0
1968	TURKEY	39.2	40.1	14	5.1	0	0	0	0	0
1968	IRAN	29.8	51.2	32	5.3	0	0	0	0	0
1969	EGYPT	27.7	34	33	7	2	0	16	107	0
1969	CHINA	41.45	79.367	10	6.3	4	0	0	0	0
1969	SOUTH AFRICA	-32.9	19.7	33	6.3	12	0	0	0	0
1969	PORTUGAL	36.017	-10.95	22	7.8	25	0	80	0	0
1969	ETHIOPIA	11.9	41.21	35	6.2	40	0	160	0	0
1969	INDONESIA	-3.1	118.9	13	7.4	664	0	97	1287	0
1969	CHINA	22.317	111.8	5	6.4	3000	0	0	10762	0
1969	PERU	-11.7	-75.1	43	6.2	0	0	0	0	0
1969	TURKEY	38.6	28.4	9	6.5	0	0	0	0	0
1969	BOSNIA-HERZEGOVINA	44.9	17.2	33	6.4	0	0	0	0	0
1969	SOLOMON ISLANDS	-7.9	158.9	47	7.5	0	0	0	0	0
1969	JAPAN	45	143.2	204	7.6	0	0	0	0	0
1969	RUSSIA	57.7	163.6	51	7.3	0	0	0	0	0
1969	SOUTH AFRICA	-33.1	19.6	33	5.8	0	0	0	0	0
1969	PERU	-11.9	-75.1	1	5.9	0	0	0	0	0
1969	GUADELOUPE	15.8	-59.7	7	7.2	0	0	0	0	0
1969	TURKEY	39.2	28.6	9	5.1	0	0	0	0	0
1969	CHINA	38.2	119.4	6	7.4	0	0	0	0	0
1969	BOSNIA-HERZEGOVINA	44.9	17.3	33	6	0	0	0	0	0
1969	INDONESIA	4.8	127.4	70	7.5	0	0	0	0	0
1969	ALBANIA	40.7	19.8	33	5.5	0	0	0	0	0
1969	PAPUA NEW GUINEA	-6.6	146.9	17	5.4	0	0	0	0	0
1969	TURKEY	39.2	28.5	12	5.6	0	0	0	0	0
1969	IRAN	37.1	57.9	11	5.6	0	0	0	0	0
1969	CHINA	39.7	74.8	0	5.5	0	0	0	10	0
1969	RUSSIA	43.6	147.9	30	8.2	0	0	0	0	0
1969	INDONESIA	2.1	94.6	20	7.7	0	0	0	0	0
1970	PERU	-1.5	-72.6	651	7.1	1	0	0	0	0
1970	PHILIPPINES	12.6	122.1	11	7.1	3	0	0	0	0
1970	PERU	-9.9	-75.6	35	5.4	12	0	0	0	0
1970	PHILIPPINES	15.78	121.71	40	7.3	15	0	200	0	0
1970	PAPUA NEW GUINEA	-4.907	145.471	8	7.3	18	0	20	800	0
1970	INDIA	21.7	73	3	5.4	26	0	200	0	0
1970	PERU	-4	-80.7	25	7.6	82	0	350	0	0
1970	IRAN	37.8	55.9	16	6.7	176	0	483	2000	0
1970	TURKEY	39.2	29.5	20	7.4	1086	0	1174	8229	5586
1970	CHINA	24.1	102.5	31	7.8	10000	0	0	0	0
1970	PERU	-9.2	-78.8	43	7.9	66794	0	50000	0	0
1970	JAPAN	32.2	131.7	34	7	0	0	13	0	0
1970	RUSSIA	43	47	17	5.7	0	0	0	0	0
1970	RUSSIA	43.84	39.34	7	5.1	0	0	0	0	0
1970	RUSSIA	43	47.1	44	6.5	0	0	0	0	0
1970	AUSTRALIA	-59.1	157.8	33	7.6	0	0	0	0	0
1970	CANADA	51.8	-131	12	7.5	0	0	0	0	0
1970	PHILIPPINES	20.6	122	33	5.3	0	0	0	0	0
1970	PHILIPPINES	6.8	126.7	73	7.6	0	0	0	0	0
1970	CHILE	-20.94	-69.81	33	6	0	0	0	0	0
1970	CHILE	-52	-73.8	10	6	0	0	0	0	0
1970	KAZAKHSTAN	42.5	78.8	20	6.6	0	0	0	5000	0
1970	COLOMBIA	6.2	-77.6	8	6.6	0	0	2	104	0
1970	NEW ZEALAND	-44.64	173.62	0	5.1	0	0	0	0	0
1970	CROATIA	44	16	5	5.5	0	0	8	0	0
1970	SOLOMON ISLANDS	-14.095	166.57	39	7.5	0	0	0	0	0
1970	CHILE	-22.28	-70.55	44	6.4	0	0	0	0	0
1970	USA	57.5	-153.9	29	6	0	0	0	0	0
1970	TURKEY	39.1	28.7	18	5.7	0	0	43	150	0
1971	INDONESIA	-7.2	109.1	35	5.2	1	0	6	0	1377
1971	ITALY	44.8	10.3	7	5.2	2	0	0	0	0
1971	PAPUA NEW GUINEA	-5.5	153.9	47	7.9	3	0	5	0	0
1971	USA	34.412	-118.4	8	6.5	65	0	2000	0	0
1971	CHILE	-32.5	-71.2	58	7.8	83	0	447	0	0
1971	RUSSIA	46.3	140.9	16	6.2	0	0	0	0	0
1971	RUSSIA	46.5	141.2	9	7.1	0	0	0	0	0
1971	PERU	-14.1	-73.3	54	5.7	0	0	0	0	0
1971	RUSSIA	46.7	141.4	29	5.5	0	0	0	0	0
1971	PAPUA NEW GUINEA	-6.5	146.6	115	7	0	0	0	0	0
1971	TURKEY	38.8	40.5	3	6.7	0	0	0	0	0
1971	CHILE	-25.5	-69.2	93	6.3	0	0	0	0	0
1971	INDONESIA	-3.1	139.7	34	8.1	0	0	0	0	0
1971	RUSSIA	46.4	141.2	6	6.6	0	0	0	0	0
1971	IRAN	36.6	55.6	39	5.3	0	0	0	0	0
1971	IRAN	36.3	52.7	27	5.3	0	0	0	0	0
1971	VANUATU	-15.5	167.2	40	7.1	0	0	0	0	0
1971	PAPUA NEW GUINEA	-4.9	153.2	48	7.9	0	0	0	0	0
1971	JAPAN	41.4	143.5	51	7.3	0	0	0	0	0
1971	RUSSIA	52.9	159.2	106	6.3	0	0	0	0	0
1971	IRAN	29.8	51.9	10	5.1	0	0	0	0	0
1971	IRAN	28.3	55.6	44	5.9	0	0	0	0	0
1971	TURKEY	37.6	29.8	23	5.9	0	0	0	0	0
1971	DOMINICAN REPUBLIC	18	-69.8	57	6.1	0	0	0	0	0
1971	RUSSIA	56	163.3	33	7.8	0	0	0	0	0
1971	RUSSIA	46.4	141.1	21	6.1	0	0	0	0	0
1971	USA	51.5	179.1	2	5.7	0	0	0	0	0
1971	INDONESIA	0.6	98.8	40	7.1	0	0	0	0	0
1971	CHINA	28.9	103.7	0	5.9	0	0	0	0	0
1971	USA	51.4	-177.2	43	7.1	0	0	0	0	0
1971	PERU	-2.7	-77.4	135	6.3	0	0	0	0	0
1972	TAIWAN	22.5	122.3	33	7.5	1	0	0	5	0
1972	TAIWAN	23.6	121.6	33	6.9	4	0	11	0	0
1972	NICARAGUA	12.4	-86.1	5	6.2	10000	0	20000	0	0
1972	IRAN	28.4	52.8	11	6.9	30000	0	1700	0	0
1972	PHILIPPINES	13.4	120.3	50	7.2	0	0	0	0	0
1972	FRANCE	46	-1.1	33	5.3	0	0	0	0	0
1972	AFGHANISTAN	36.2	69.7	47	6.1	0	0	0	0	0
1972	GREECE	37.9	22.4	83	6	0	0	0	0	0
1972	JAPAN	33.3	140.7	66	7.4	0	0	0	0	0
1972	SOLOMON SEA	-6	152.9	10	7.1	0	0	0	0	0
1972	TAIWAN	23	122.2	33	7.7	0	0	0	0	0
1972	PERU	-6.8	-76.8	64	6.1	0	0	0	0	0
1972	CHILE	-30.5	-71.8	39	6.6	0	0	0	0	0
1972	JAPAN	33.3	140.8	56	7.2	0	0	0	0	0
1972	IRAN	30.1	50.8	31	5.3	0	0	0	0	0
1972	GREECE	38.3	20.3	33	6.3	0	0	0	0	0
1972	NEW CALEDONIA	-20	168.8	32	7	0	0	0	0	0
1972	PHILIPPINES	6.5	126.6	73	7.4	0	0	0	0	0
1972	INDONESIA	3.9	124.3	325	7.8	0	0	0	0	0
1972	USA	56.82	-135.68	25	7.6	0	0	0	0	0
1972	PAKISTAN	36	73.4	36	6.2	0	0	0	0	0
1972	CHILE	-30.6	-71	60	5.4	0	0	0	0	0
1972	TAIWAN	22.6	122.1	33	7.6	0	0	0	0	0
1973	COLOMBIA	4.956	-78.144	50	6.5	1	0	0	0	0
1973	PHILIPPINES	13.4	122.8	33	7.5	15	0	64	0	0
1973	COSTA RICA	10.679	-84.759	33	6.5	26	0	100	0	0
1973	JAPAN	43.2	145.8	48	7.7	27	0	0	2	0
1973	MEXICO	18.48	-103	43	7.5	56	0	390	0	0
1973	ETHIOPIA	11.66	43.03	31	5.9	0	0	0	0	0
1973	AUSTRALIA	-34.13	150.27	13	5.5	0	0	0	0	0
1973	CHINA	35.18	86.48	33	7.5	0	0	0	0	0
1973	MEXICO	18.27	-96.6	84	6.2	0	0	0	0	0
1973	RUSSIA	43.3	146.4	50	7.1	0	0	1	0	0
1973	CHILE	-32.5	-71.5	14	6.7	0	0	0	0	0
1973	ANTARCTICA	-60.82	-21.55	33	7.5	0	0	0	0	0
1973	IRAN	30.57	52.89	11	5.5	0	0	0	0	0
1973	CHINA	31.4	100.58	33	7.6	0	0	0	168	0
1973	NEW ZEALAND	-39.58	176.57	38	5.1	0	0	0	0	0
1973	IRAN	28.58	52.62	27	5.2	0	0	0	0	0
1973	RUSSIA	50.5	156.6	27	7.2	0	0	0	0	0
1973	VANUATU	-15.12	166.9	47	7.2	0	0	0	0	0
1973	GREECE	35.18	23.8	26	5.6	0	0	0	0	0
1973	USA	34.1	-119	8	5.7	0	0	0	0	0
1973	USA	19.936	-155.098	48	6.5	0	0	11	0	0
1973	VANUATU	-14.46	166.6	26	7.5	0	0	0	0	0
1973	RUSSIA	43.2	146.6	50	6.6	0	0	0	0	0
1973	GREECE	38.9	20.44	8	5.5	0	0	0	0	0
1973	AZORES (PORTUGAL)	38.46	-28.31	5	5.1	0	0	0	0	0
1974	TURKEY	38.6	27	29	5.2	2	0	20	0	0
1974	PERU	-12.3	-76.35	98	6.3	10	0	0	0	0
1974	JAPAN	34.5	138.7	2	6.5	27	0	102	134	0
1974	PERU	-12.27	-77.79	13	8.1	78	0	2414	0	0
1974	PAKISTAN	35.1	72.9	22	6.2	5300	0	17000	0	0
1974	CHINA	28.24	104.01	11	7.1	20000	0	0	0	0
1974	ARGENTINA	-22.124	-64.638	18	5.9	0	0	0	0	0
1974	IRAN	28	55.8	36	5.4	0	0	0	0	0
1974	SOLOMON ISLANDS	-7.5	155.9	34	7	0	0	0	0	0
1974	VENEZUELA	10.56	-63.38	34	6.1	0	0	0	0	0
1974	CHILE	-38.5	-73.4	36	7.1	0	0	0	0	0
1974	JAPAN	36	139.82	58	5.7	0	0	0	0	0
1974	COLOMBIA	6.89	-72.93	24	5	0	0	0	0	0
1974	RUSSIA	43.2	146.7	43	6.7	0	0	0	0	0
1974	GABON	-0.28	12.92	33	6.2	0	0	0	0	0
1974	COLOMBIA	7.75	-77.69	12	7.3	0	0	0	0	0
1974	SOLOMON ISLANDS	-7.4	155.6	40	7.1	0	0	0	0	0
1974	MONGOLIA	45.14	94.03	33	6.7	0	0	0	0	0
1974	ANTIGUA AND BARBUDA	17.3	-62	47	7.5	0	0	4	0	0
1974	CHINA	31.6	119.2	16	5.5	0	0	0	0	0
1975	PHILIPPINES	12.54	125.993	50	7.6	1	0	0	30	0
1975	INDONESIA	-6.7	106.7	27	5.6	1	0	0	0	0
1975	GREECE	38.628	21.798	19	5.5	1	0	10	0	0
1975	CHILE	-29.9	-71.3	4	6.9	2	0	25	0	0
1975	USA	19.451	-155.033	2	7.7	2	0	0	0	0
1975	INDIA	32.46	78.43	33	6.8	47	0	0	0	0
1975	CHINA	40.64	122.58	33	7.4	300	0	0	0	0
1975	TURKEY	38.474	40.723	26	6.7	2311	0	3372	0	0
1975	JAPAN	33	131.1	10	5.8	0	0	0	0	0
1975	USA	39.439	-121.528	15	5.6	0	0	10	0	0
1975	IRAN	27.5	56.26	27	6.1	0	0	0	0	0
1975	USA	42.06	-112.55	5	6	0	0	1	0	520
1975	USA	53.11	173.5	10	7.6	0	0	0	0	0
1975	TURKEY	40.42	26.14	5	6.7	0	0	0	0	0
1975	PAPUA NEW GUINEA	-6.59	155.054	49	7.9	0	0	0	0	0
1975	SAMOA	-16.265	-172.467	33	7.8	0	0	0	0	0
1975	ATLANTIC OCEAN	35.997	-17.649	33	7.7	0	0	0	0	0
1975	IRAN	31.599	51.037	33	5	0	0	0	0	0
1975	JAPAN	33.19	131.3	7	6.1	0	0	0	0	0
1975	VENEZUELA	10.04	-69.75	33	6.1	0	0	0	0	0
1975	MYANMAR (BURMA)	21.49	94.7	157	6.5	0	0	0	0	0
1975	RUSSIA	42.89	46.99	31	5.2	0	0	0	0	0
1975	RUSSIA	43.024	147.734	15	7	0	0	0	0	0
1975	INDONESIA	-5	130	0	5.9	0	0	0	81	6
